method,output,ssim,lpips,e_ssim,l_c,l_s
cast,817__chinese_landscape__132840.png,0.395,0.7217,0.4038,2.6867,2.0229
cast,817__chinese_landscape__132930.png,0.4112,0.7144,0.3333,2.5833,1.1511
cast,817__chinese_landscape__137205.png,0.2325,0.7846,0.1163,2.7651,3.981
cast,817__chinese_landscape__142574.png,0.4147,0.7162,0.2799,2.638,1.1541
cast,817__chinese_landscape__142578.png,0.3078,0.7348,0.1684,2.6548,1.693
cast,817__chinese_landscape__144829.png,0.3758,0.7365,0.273,2.5983,1.171
cast,817__chinese_landscape__148342.png,0.3144,0.7221,0.165,2.7874,1.4401
cast,817__mural__img_1082crop_1_0.png,0.2938,0.7492,0.2015,2.6483,6.036
cast,817__mural__img_1224crop_0_0.png,0.2368,0.7611,0.1715,2.7398,9.6693
cast,817__mural__img_1224crop_1_1.png,0.2142,0.7716,0.1482,2.8239,11.0831
cast,817__mural__img_16crop_0_0.png,0.4881,0.748,0.3322,2.6762,3.6193
cast,817__mural__img_276crop_1_0.png,0.3014,0.7332,0.169,2.7677,3.3728
cast,817__mural__img_326crop_1_1.png,0.4079,0.8025,0.2486,2.7647,3.2213
cast,817__mural__img_327crop_0_1.png,0.3258,0.7525,0.207,2.6556,5.1776
cast,817__mural__img_536crop_1_0.png,0.3319,0.7636,0.2163,2.6566,3.9458
cast,817__mural__img_593crop_0_0.png,0.3016,0.7217,0.1754,2.7131,3.5653
cast,817__mural__img_739crop_1_1.png,0.4718,0.5949,0.4596,2.1589,4.2874
cast,817__western_painting__met_359775.png,0.4162,0.704,0.2554,2.5452,2.887
cast,817__western_painting__met_383787.png,0.4349,0.702,0.4727,2.4734,2.1288
cast,817__western_painting__met_406721.png,0.3286,0.7969,0.1815,2.6325,1.8951
cast,817__western_painting__met_437769.png,0.5434,0.5764,0.5821,2.1236,1.936
cast,817__western_painting__met_437967.png,0.636,0.5815,0.4844,2.2986,1.8901
cast,817__western_painting__met_439405.png,0.6959,0.5162,0.6446,2.0332,2.5592
cast,817__western_painting__met_649693.png,0.345,0.705,0.2468,2.5159,4.3054
cast,817__western_painting__met_739494.png,0.4203,0.6359,0.2689,2.3914,2.6836
cast,817__western_painting__met_787672.png,0.2611,0.7039,0.1499,2.5049,2.7852
cast,817__western_painting__met_788182.png,0.3355,0.699,0.2476,2.6018,1.7145
cast,8282__chinese_landscape__130942.png,0.6632,0.5538,0.5056,2.2047,2.5129
cast,8282__chinese_landscape__132834.png,0.6737,0.5521,0.5342,2.195,1.5577
cast,8282__chinese_landscape__132836.png,0.6244,0.5846,0.4775,2.3287,1.6291
cast,8282__chinese_landscape__132840.png,0.7414,0.4891,0.6732,2.0557,1.8088
cast,8282__chinese_landscape__132930.png,0.7535,0.5203,0.6263,2.0175,1.3346
cast,8282__chinese_landscape__137205.png,0.4005,0.6582,0.2552,2.6778,2.9747
cast,8282__chinese_landscape__142574.png,0.7383,0.5175,0.6109,2.081,1.8257
cast,8282__chinese_landscape__142578.png,0.5431,0.6331,0.3056,2.5175,1.7434
cast,8282__chinese_landscape__144829.png,0.684,0.5295,0.555,2.1972,1.7888
cast,8282__chinese_landscape__148342.png,0.5421,0.635,0.2833,2.5297,1.7946
cast,8282__mural__img_1082crop_1_0.png,0.2647,0.6836,0.1706,2.5671,4.8392
cast,8282__mural__img_1224crop_0_0.png,0.1594,0.7061,0.1075,2.7774,7.3934
cast,8282__mural__img_1224crop_1_1.png,0.1942,0.7123,0.1089,2.7842,9.6321
cast,8282__mural__img_16crop_0_0.png,0.4824,0.643,0.3143,2.4022,3.4774
cast,8282__mural__img_276crop_1_0.png,0.3484,0.7715,0.1619,2.6256,4.7413
cast,8282__mural__img_326crop_1_1.png,0.5238,0.6155,0.2985,2.2711,3.5746
cast,8282__mural__img_327crop_0_1.png,0.3865,0.6469,0.2227,2.3692,4.6382
cast,8282__mural__img_536crop_1_0.png,0.3535,0.6518,0.2105,2.4519,4.9076
cast,8282__mural__img_593crop_0_0.png,0.3018,0.6845,0.1588,2.5671,3.9632
cast,8282__mural__img_739crop_1_1.png,0.2544,0.6913,0.2168,2.5562,3.9363
cast,8282__western_painting__met_359775.png,0.6839,0.4714,0.5082,1.9752,1.9729
cast,8282__western_painting__met_383787.png,0.7805,0.4049,0.717,1.7605,1.8787
cast,8282__western_painting__met_406721.png,0.6083,0.5977,0.354,2.2581,2.0458
cast,8282__western_painting__met_437769.png,0.2676,0.5958,0.4474,2.3273,1.5905
cast,8282__western_painting__met_437967.png,0.4518,0.6163,0.3763,2.1685,1.675
cast,8282__western_painting__met_439405.png,0.4785,0.6328,0.4481,2.0643,3.1053
cast,8282__western_painting__met_649693.png,0.6433,0.5528,0.5252,2.0924,3.0127
cast,8282__western_painting__met_739494.png,0.7182,0.5082,0.5617,1.991,1.9334
cast,8282__western_painting__met_787672.png,0.4682,0.6185,0.3159,2.3376,1.5195
cast,8282__western_painting__met_788182.png,0.6914,0.5395,0.5616,2.1292,1.277
cast,8345__chinese_landscape__130942.png,0.63,0.5922,0.5018,1.9587,2.4007
cast,8345__chinese_landscape__132834.png,0.6391,0.5817,0.5172,1.9426,1.647
cast,8345__chinese_landscape__132836.png,0.6364,0.5989,0.5194,2.0187,1.9203
cast,8345__chinese_landscape__132840.png,0.6642,0.5461,0.5633,1.9127,2.5014
cast,8345__chinese_landscape__132930.png,0.6573,0.5981,0.5105,2.016,1.4604
cast,8345__chinese_landscape__137205.png,0.5237,0.6697,0.3574,2.3328,2.6609
cast,8345__chinese_landscape__142574.png,0.6454,0.5924,0.4989,2.0046,1.6884
cast,8345__chinese_landscape__142578.png,0.5697,0.6498,0.3736,2.2724,1.6678
cast,8345__chinese_landscape__144829.png,0.6106,0.5998,0.4753,2.0127,1.9475
cast,8345__chinese_landscape__148342.png,0.5305,0.655,0.2982,2.3433,1.8282
cast,8345__mural__img_1082crop_1_0.png,0.3795,0.6329,0.2712,2.2191,4.7821
cast,8345__mural__img_1224crop_0_0.png,0.2564,0.6737,0.1847,2.5388,8.5701
cast,8345__mural__img_1224crop_1_1.png,0.3083,0.679,0.2284,2.5357,10.5778
cast,8345__mural__img_16crop_0_0.png,0.4535,0.6409,0.2955,2.3465,4.2439
cast,8345__mural__img_276crop_1_0.png,0.384,0.7287,0.2023,2.4701,4.7582
cast,8345__mural__img_326crop_1_1.png,0.5176,0.631,0.3148,2.237,3.6753
cast,8345__mural__img_327crop_0_1.png,0.4513,0.6358,0.2969,2.2755,4.7807
cast,8345__mural__img_536crop_1_0.png,0.4195,0.6367,0.2881,2.3163,3.9974
cast,8345__mural__img_593crop_0_0.png,0.3583,0.6718,0.2463,2.5002,3.7635
cast,8345__mural__img_739crop_1_1.png,0.3365,0.6078,0.2816,2.2648,3.9516
cast,8345__western_painting__met_359775.png,0.6546,0.5388,0.49,1.862,2.4581
cast,8345__western_painting__met_383787.png,0.6776,0.5173,0.5556,1.7875,2.4361
cast,8345__western_painting__met_406721.png,0.594,0.5912,0.3942,2.0634,1.7
cast,8345__western_painting__met_437769.png,0.2865,0.607,0.2882,2.2274,1.6328
cast,8345__western_painting__met_437967.png,0.4466,0.6081,0.3078,2.1193,1.9436
cast,8345__western_painting__met_439405.png,0.4721,0.6071,0.378,2.058,2.6219
cast,8345__western_painting__met_649693.png,0.6556,0.5416,0.562,1.7441,3.6871
cast,8345__western_painting__met_739494.png,0.6527,0.5417,0.515,1.915,2.1193
cast,8345__western_painting__met_787672.png,0.5747,0.563,0.4319,1.9908,1.6619
cast,8345__western_painting__met_788182.png,0.6401,0.5702,0.5245,1.9383,1.6484
cast,840__chinese_landscape__130942.png,0.6123,0.6474,0.3981,2.5135,2.5471
cast,840__chinese_landscape__132834.png,0.5424,0.7209,0.3805,2.6114,2.4495
cast,840__chinese_landscape__132836.png,0.5001,0.7399,0.3442,2.7193,2.6165
cast,840__chinese_landscape__132840.png,0.5878,0.6822,0.4907,2.6874,2.6687
cast,840__chinese_landscape__132930.png,0.6468,0.6962,0.4876,2.3538,1.1331
cast,840__chinese_landscape__137205.png,0.3458,0.7783,0.2086,2.888,4.0879
cast,840__chinese_landscape__142574.png,0.6492,0.6913,0.4506,2.4031,1.4946
cast,840__chinese_landscape__142578.png,0.5021,0.7119,0.2736,2.5533,2.3129
cast,840__chinese_landscape__144829.png,0.5982,0.6968,0.4594,2.4726,2.1572
cast,840__chinese_landscape__148342.png,0.5106,0.7022,0.2668,2.5305,1.9054
cast,840__mural__img_1082crop_1_0.png,0.5039,0.6999,0.3711,2.3437,4.7776
cast,840__mural__img_1224crop_0_0.png,0.32,0.7034,0.235,2.505,9.316
cast,840__mural__img_1224crop_1_1.png,0.2823,0.7396,0.1868,2.6018,10.7024
cast,840__mural__img_16crop_0_0.png,0.6332,0.6036,0.4324,2.2988,4.1502
cast,840__mural__img_276crop_1_0.png,0.4011,0.8245,0.2393,2.5548,4.8471
cast,840__mural__img_326crop_1_1.png,0.6265,0.6985,0.3759,2.2279,4.3954
cast,840__mural__img_327crop_0_1.png,0.5298,0.7015,0.3612,2.3292,5.2207
cast,840__mural__img_536crop_1_0.png,0.5815,0.6235,0.4159,2.2696,4.6085
cast,840__mural__img_593crop_0_0.png,0.4908,0.6217,0.2899,2.4674,4.7089
cast,840__mural__img_739crop_1_1.png,0.4187,0.5757,0.4953,2.1653,4.914
cast,840__western_painting__met_359775.png,0.6691,0.581,0.4371,2.2347,2.4489
cast,840__western_painting__met_383787.png,0.6513,0.626,0.5424,2.335,1.8323
cast,840__western_painting__met_406721.png,0.5498,0.7231,0.3322,2.2753,3.1561
cast,840__western_painting__met_437769.png,0.4068,0.5165,0.5015,2.1617,1.6325
cast,840__western_painting__met_437967.png,0.6129,0.5703,0.5172,2.0978,1.8652
cast,840__western_painting__met_439405.png,0.6188,0.605,0.5965,1.9498,2.9798
cast,840__western_painting__met_649693.png,0.5283,0.7149,0.4051,2.5472,3.6577
cast,840__western_painting__met_739494.png,0.6508,0.5924,0.4664,2.2073,2.104
cast,840__western_painting__met_787672.png,0.4153,0.6937,0.2707,2.5653,2.3485
cast,840__western_painting__met_788182.png,0.5479,0.6812,0.3921,2.6012,1.8434
cast,8462__chinese_landscape__130942.png,0.5314,0.65,0.2768,2.2782,2.7852
cast,8462__chinese_landscape__132834.png,0.5481,0.6131,0.3238,2.3609,2.1045
cast,8462__chinese_landscape__132836.png,0.461,0.6575,0.2721,2.4981,2.7297
cast,8462__chinese_landscape__132840.png,0.6964,0.5233,0.5412,2.1904,2.8893
cast,8462__chinese_landscape__132930.png,0.7218,0.5422,0.4514,2.0199,1.7503
cast,8462__chinese_landscape__137205.png,0.2928,0.721,0.1435,2.6907,4.8869
cast,8462__chinese_landscape__142574.png,0.673,0.5537,0.3913,2.1657,2.1067
cast,8462__chinese_landscape__142578.png,0.4475,0.6864,0.1477,2.5548,1.9463
cast,8462__chinese_landscape__144829.png,0.5765,0.5802,0.3391,2.2675,1.6476
cast,8462__chinese_landscape__148342.png,0.4435,0.6889,0.1499,2.5131,2.0184
cast,8462__mural__img_1082crop_1_0.png,0.1948,0.7381,0.0954,2.8611,6.8225
cast,8462__mural__img_1224crop_0_0.png,0.1148,0.7834,0.0512,3.0131,10.2547
cast,8462__mural__img_1224crop_1_1.png,0.1248,0.7876,0.0456,3.0196,11.5101
cast,8462__mural__img_16crop_0_0.png,0.4353,0.7053,0.3328,2.6842,4.1576
cast,8462__mural__img_276crop_1_0.png,0.278,0.7876,0.1168,2.8206,4.4939
cast,8462__mural__img_326crop_1_1.png,0.4206,0.6701,0.1997,2.7002,3.9323
cast,8462__mural__img_327crop_0_1.png,0.2809,0.7039,0.1332,2.7418,6.7339
cast,8462__mural__img_536crop_1_0.png,0.2674,0.7243,0.1408,2.7846,5.0091
cast,8462__mural__img_593crop_0_0.png,0.2333,0.7915,0.1117,2.861,4.782
cast,8462__mural__img_739crop_1_1.png,0.2142,0.7814,0.2327,2.6889,5.0413
cast,8462__western_painting__met_359775.png,0.5306,0.6031,0.2835,2.1529,2.9768
cast,8462__western_painting__met_383787.png,0.7791,0.432,0.6056,1.803,2.4335
cast,8462__western_painting__met_406721.png,0.4833,0.63,0.2036,2.6303,2.4479
cast,8462__western_painting__met_437769.png,0.2489,0.6895,0.47,2.5707,2.3194
cast,8462__western_painting__met_437967.png,0.41,0.7021,0.3443,2.4736,2.3972
cast,8462__western_painting__met_439405.png,0.4387,0.6949,0.4265,2.2566,3.2826
cast,8462__western_painting__met_649693.png,0.4578,0.6272,0.293,2.2127,3.8547
cast,8462__western_painting__met_739494.png,0.6172,0.6169,0.3448,2.1614,3.1414
cast,8462__western_painting__met_787672.png,0.3314,0.7486,0.1682,2.6298,3.7685
cast,8462__western_painting__met_788182.png,0.539,0.6435,0.3306,2.3183,2.4113
cast,84__chinese_landscape__130942.png,0.2797,0.6651,0.3205,2.7118,1.648
cast,84__chinese_landscape__132834.png,0.2442,0.6981,0.2886,2.7709,1.5845
cast,84__chinese_landscape__132836.png,0.232,0.7169,0.2808,2.84,1.7528
cast,84__chinese_landscape__132840.png,0.2663,0.6738,0.4351,2.7268,1.5882
cast,84__chinese_landscape__132930.png,0.2924,0.6935,0.4293,2.625,1.0761
cast,84__chinese_landscape__137205.png,0.1427,0.7295,0.1605,3.0414,3.1095
cast,84__chinese_landscape__142574.png,0.3053,0.6864,0.4371,2.5892,1.3041
cast,84__chinese_landscape__142578.png,0.2441,0.6916,0.2647,2.738,1.7187
cast,84__chinese_landscape__144829.png,0.2854,0.6867,0.3535,2.6655,1.3272
cast,84__chinese_landscape__148342.png,0.2558,0.6639,0.2696,2.8776,1.3045
cast,84__mural__img_1082crop_1_0.png,0.265,0.6358,0.2702,2.5526,5.5718
cast,84__mural__img_1224crop_0_0.png,0.2147,0.6477,0.2279,2.6634,9.6522
cast,84__mural__img_1224crop_1_1.png,0.1458,0.6606,0.2077,2.724,12.5145
cast,84__mural__img_16crop_0_0.png,0.321,0.5786,0.3506,2.3272,3.3268
cast,84__mural__img_276crop_1_0.png,0.211,0.6627,0.2141,2.6436,4.1266
cast,84__mural__img_326crop_1_1.png,0.2982,0.6438,0.317,2.4496,3.6225
cast,84__mural__img_327crop_0_1.png,0.2206,0.655,0.2794,2.5758,5.4981
cast,84__mural__img_536crop_1_0.png,0.2422,0.6273,0.3183,2.4713,5.0217
cast,84__mural__img_593crop_0_0.png,0.2087,0.6163,0.2728,2.6392,3.9608
cast,84__mural__img_739crop_1_1.png,0.5077,0.3888,0.5552,2.1336,4.0004
cast,84__western_painting__met_359775.png,0.3091,0.6157,0.4824,2.3983,2.5113
cast,84__western_painting__met_383787.png,0.281,0.6611,0.473,2.5156,2.026
cast,84__western_painting__met_406721.png,0.2585,0.6819,0.2978,2.5422,1.9168
cast,84__western_painting__met_437769.png,0.3642,0.5021,0.5733,2.1935,1.4582
cast,84__western_painting__met_437967.png,0.3966,0.492,0.5768,2.2026,2.0423
cast,84__western_painting__met_439405.png,0.4203,0.4065,0.6728,2.0059,1.8949
cast,84__western_painting__met_649693.png,0.2478,0.6647,0.3097,2.7238,2.7915
cast,84__western_painting__met_739494.png,0.2772,0.6089,0.4316,2.4647,2.2941
cast,84__western_painting__met_787672.png,0.1973,0.6573,0.2378,2.6792,2.1841
cast,84__western_painting__met_788182.png,0.2461,0.6737,0.2721,2.6912,1.2898
cast,851__chinese_landscape__130942.png,0.6616,0.5592,0.5827,2.1004,2.7612
cast,851__chinese_landscape__132834.png,0.6013,0.6057,0.5157,2.1515,2.0479
cast,851__chinese_landscape__132836.png,0.5914,0.6224,0.4953,2.2373,2.4451
cast,851__chinese_landscape__132840.png,0.6005,0.5856,0.5201,2.1388,2.9012
cast,851__chinese_landscape__132930.png,0.6506,0.5775,0.5793,2.0731,1.6032
cast,851__chinese_landscape__137205.png,0.4885,0.6901,0.3842,2.5256,3.4625
cast,851__chinese_landscape__142574.png,0.6611,0.5942,0.5895,2.116,1.8589
cast,851__chinese_landscape__142578.png,0.5901,0.6261,0.4961,2.4172,2.302
cast,851__chinese_landscape__144829.png,0.6147,0.6271,0.5642,2.1758,2.3089
cast,851__chinese_landscape__148342.png,0.5908,0.6047,0.4669,2.4213,2.0871
cast,851__mural__img_1082crop_1_0.png,0.3878,0.6219,0.3058,2.1974,3.8862
cast,851__mural__img_1224crop_0_0.png,0.28,0.6434,0.2277,2.3633,7.2778
cast,851__mural__img_1224crop_1_1.png,0.2919,0.6586,0.2038,2.4122,8.3912
cast,851__mural__img_16crop_0_0.png,0.5024,0.6132,0.4671,2.2615,3.4615
cast,851__mural__img_276crop_1_0.png,0.3965,0.6807,0.2573,2.3726,4.1925
cast,851__mural__img_326crop_1_1.png,0.5608,0.6504,0.4424,2.1306,3.0401
cast,851__mural__img_327crop_0_1.png,0.4631,0.6162,0.3419,2.1747,3.7152
cast,851__mural__img_536crop_1_0.png,0.4664,0.6009,0.3573,2.1326,3.2579
cast,851__mural__img_593crop_0_0.png,0.434,0.567,0.3053,2.2826,3.6493
cast,851__mural__img_739crop_1_1.png,0.3184,0.5286,0.3588,2.0119,4.325
cast,851__western_painting__met_359775.png,0.7155,0.5156,0.6382,1.865,2.48
cast,851__western_painting__met_383787.png,0.6389,0.5409,0.5879,1.8279,2.7035
cast,851__western_painting__met_406721.png,0.5844,0.6251,0.4703,2.1997,2.0137
cast,851__western_painting__met_437769.png,0.3484,0.5303,0.5115,2.0309,1.6961
cast,851__western_painting__met_437967.png,0.5497,0.4967,0.5614,1.8667,2.1791
cast,851__western_painting__met_439405.png,0.5489,0.4981,0.5636,1.7954,2.4374
cast,851__western_painting__met_649693.png,0.639,0.5446,0.5194,1.9496,4.1818
cast,851__western_painting__met_739494.png,0.6933,0.4915,0.6241,1.9638,2.2586
cast,851__western_painting__met_787672.png,0.532,0.5564,0.4157,2.1063,2.0959
cast,851__western_painting__met_788182.png,0.6103,0.5606,0.5324,2.1352,1.8176
cast,857__chinese_landscape__130942.png,0.6382,0.5337,0.5276,1.8935,2.739
cast,857__chinese_landscape__132834.png,0.5606,0.548,0.4475,2.0567,1.7305
cast,857__chinese_landscape__132836.png,0.5425,0.561,0.441,2.1434,2.1721
cast,857__chinese_landscape__132840.png,0.6122,0.5279,0.5416,2.021,2.488
cast,857__chinese_landscape__132930.png,0.6525,0.5044,0.5663,1.8438,1.6446
cast,857__chinese_landscape__137205.png,0.4394,0.6434,0.3336,2.4066,3.1684
cast,857__chinese_landscape__142574.png,0.6683,0.5209,0.5774,1.8838,1.8074
cast,857__chinese_landscape__142578.png,0.5371,0.5972,0.3682,2.2768,1.8649
cast,857__chinese_landscape__144829.png,0.5971,0.5742,0.5014,2.0532,1.5914
cast,857__chinese_landscape__148342.png,0.5224,0.5689,0.3081,2.3333,1.7071
cast,857__mural__img_1082crop_1_0.png,0.3063,0.6942,0.1995,2.6878,4.7232
cast,857__mural__img_1224crop_0_0.png,0.2181,0.7253,0.1473,2.8188,7.3527
cast,857__mural__img_1224crop_1_1.png,0.2148,0.714,0.1343,2.7735,9.123
cast,857__mural__img_16crop_0_0.png,0.498,0.6995,0.3716,2.5347,3.7069
cast,857__mural__img_276crop_1_0.png,0.3683,0.665,0.1871,2.5682,4.4532
cast,857__mural__img_326crop_1_1.png,0.4629,0.7225,0.2909,2.5937,3.2027
cast,857__mural__img_327crop_0_1.png,0.3509,0.6924,0.2189,2.6062,5.0113
cast,857__mural__img_536crop_1_0.png,0.3704,0.7176,0.2422,2.634,4.3557
cast,857__mural__img_593crop_0_0.png,0.3493,0.691,0.187,2.7166,3.5797
cast,857__mural__img_739crop_1_1.png,0.3044,0.6171,0.3182,2.4133,4.6558
cast,857__western_painting__met_359775.png,0.6852,0.5249,0.5569,1.8361,1.9763
cast,857__western_painting__met_383787.png,0.6673,0.517,0.6184,1.7673,2.0052
cast,857__western_painting__met_406721.png,0.4572,0.6821,0.2686,2.5885,1.9804
cast,857__western_painting__met_437769.png,0.3924,0.5994,0.4273,2.1801,1.6574
cast,857__western_painting__met_437967.png,0.5818,0.5094,0.4381,1.9717,1.8174
cast,857__western_painting__met_439405.png,0.5759,0.4742,0.5252,1.7784,2.9329
cast,857__western_painting__met_649693.png,0.6127,0.5032,0.5059,1.8714,3.276
cast,857__western_painting__met_739494.png,0.6665,0.5026,0.5616,1.8974,2.091
cast,857__western_painting__met_787672.png,0.4176,0.595,0.2883,2.3799,1.9758
cast,857__western_painting__met_788182.png,0.5837,0.5216,0.4934,1.9978,1.3602
cast,8631__chinese_landscape__130942.png,0.6342,0.5463,0.463,2.2272,2.8926
cast,8631__chinese_landscape__132834.png,0.655,0.5589,0.5279,2.3251,1.8806
cast,8631__chinese_landscape__132836.png,0.6084,0.5852,0.4787,2.4582,2.2024
cast,8631__chinese_landscape__132840.png,0.7175,0.5278,0.6429,2.2239,2.678
cast,8631__chinese_landscape__132930.png,0.7386,0.5295,0.6184,2.1003,1.6034
cast,8631__chinese_landscape__137205.png,0.4442,0.6669,0.2891,2.7365,3.9177
cast,8631__chinese_landscape__142574.png,0.7183,0.5425,0.5957,2.161,1.7841
cast,8631__chinese_landscape__142578.png,0.549,0.6065,0.3148,2.5836,1.8435
cast,8631__chinese_landscape__144829.png,0.65,0.5857,0.526,2.313,1.7456
cast,8631__chinese_landscape__148342.png,0.5338,0.597,0.2787,2.6073,1.9948
cast,8631__mural__img_1082crop_1_0.png,0.28,0.6613,0.1854,2.6679,5.3902
cast,8631__mural__img_1224crop_0_0.png,0.1723,0.691,0.1116,2.8309,8.7603
cast,8631__mural__img_1224crop_1_1.png,0.2069,0.6839,0.1198,2.8214,10.1181
cast,8631__mural__img_16crop_0_0.png,0.4545,0.6292,0.3746,2.4811,3.8653
cast,8631__mural__img_276crop_1_0.png,0.3471,0.7011,0.1809,2.7899,4.2989
cast,8631__mural__img_326crop_1_1.png,0.4881,0.655,0.3147,2.4543,3.4118
cast,8631__mural__img_327crop_0_1.png,0.3852,0.6241,0.2313,2.4624,4.9717
cast,8631__mural__img_536crop_1_0.png,0.3617,0.6342,0.2353,2.4965,4.6599
cast,8631__mural__img_593crop_0_0.png,0.3115,0.6231,0.181,2.5878,4.4696
cast,8631__mural__img_739crop_1_1.png,0.2422,0.6296,0.2315,2.6143,4.7913
cast,8631__western_painting__met_359775.png,0.6199,0.5298,0.4711,2.1564,2.5787
cast,8631__western_painting__met_383787.png,0.7584,0.4965,0.7005,1.9188,2.6379
cast,8631__western_painting__met_406721.png,0.5744,0.6372,0.354,2.518,1.9231
cast,8631__western_painting__met_437769.png,0.2641,0.6083,0.4441,2.4386,1.7634
cast,8631__western_painting__met_437967.png,0.4327,0.5703,0.3683,2.3267,2.0586
cast,8631__western_painting__met_439405.png,0.4702,0.5622,0.4532,2.1471,2.9375
cast,8631__western_painting__met_649693.png,0.5841,0.543,0.4541,2.1803,4.4146
cast,8631__western_painting__met_739494.png,0.6817,0.4943,0.5443,2.1563,2.584
cast,8631__western_painting__met_787672.png,0.505,0.5801,0.3499,2.4785,2.4148
cast,8631__western_painting__met_788182.png,0.6478,0.5358,0.5286,2.3186,2.1252
cast,8681__chinese_landscape__130942.png,0.6689,0.5526,0.4894,2.274,3.2416
cast,8681__chinese_landscape__132834.png,0.6407,0.6321,0.4778,2.3713,3.0172
cast,8681__chinese_landscape__132836.png,0.6001,0.6476,0.4298,2.4651,3.518
cast,8681__chinese_landscape__132840.png,0.6494,0.6222,0.4908,2.4987,4.0115
cast,8681__chinese_landscape__132930.png,0.7309,0.5881,0.5874,2.0742,1.8853
