method,output,ssim,lpips,e_ssim,l_c,l_s
no_structure_guidance,1670__western_painting__met_787672.png,0.515,0.5973,0.3183,2.4657,1.4498
no_structure_guidance,1670__western_painting__met_788182.png,0.6374,0.58,0.4046,2.2143,1.2335
no_structure_guidance,1707__chinese_landscape__130942.png,0.8015,0.3975,0.769,1.0159,0.9894
no_structure_guidance,1707__chinese_landscape__132834.png,0.7338,0.4487,0.6938,1.2241,0.771
no_structure_guidance,1707__chinese_landscape__132836.png,0.7379,0.4489,0.6872,1.2419,0.9219
no_structure_guidance,1707__chinese_landscape__132840.png,0.7432,0.4011,0.741,1.14,0.8052
no_structure_guidance,1707__chinese_landscape__132930.png,0.7535,0.4255,0.7175,1.045,0.7487
no_structure_guidance,1707__chinese_landscape__137205.png,0.6898,0.5568,0.5855,1.6029,1.0641
no_structure_guidance,1707__chinese_landscape__142574.png,0.7643,0.442,0.7153,1.0139,0.8332
no_structure_guidance,1707__chinese_landscape__142578.png,0.7405,0.4724,0.6119,1.1744,0.9643
no_structure_guidance,1707__chinese_landscape__144829.png,0.7531,0.4812,0.6895,1.1143,0.9407
no_structure_guidance,1707__chinese_landscape__148342.png,0.7281,0.4763,0.5654,1.2327,0.9875
no_structure_guidance,1707__mural__img_1082crop_1_0.png,0.5339,0.5427,0.4327,1.5753,3.1955
no_structure_guidance,1707__mural__img_1224crop_0_0.png,0.3587,0.6081,0.3382,1.8396,5.2446
no_structure_guidance,1707__mural__img_1224crop_1_1.png,0.3906,0.6016,0.3094,1.8891,6.6626
no_structure_guidance,1707__mural__img_16crop_0_0.png,0.5804,0.5077,0.4438,1.3908,1.5257
no_structure_guidance,1707__mural__img_276crop_1_0.png,0.5145,0.5215,0.3871,1.6508,2.0229
no_structure_guidance,1707__mural__img_326crop_1_1.png,0.6518,0.5702,0.4768,1.4639,1.3761
no_structure_guidance,1707__mural__img_327crop_0_1.png,0.6516,0.5524,0.5195,1.4844,2.5118
no_structure_guidance,1707__mural__img_536crop_1_0.png,0.6162,0.5575,0.498,1.5226,1.9975
no_structure_guidance,1707__mural__img_593crop_0_0.png,0.5911,0.5091,0.4559,1.4903,1.5707
no_structure_guidance,1707__mural__img_739crop_1_1.png,0.4327,0.4872,0.4773,1.5914,1.9821
no_structure_guidance,1707__western_painting__met_359775.png,0.7772,0.4845,0.6805,1.3278,1.4026
no_structure_guidance,1707__western_painting__met_383787.png,0.7456,0.4679,0.7395,1.3446,1.1996
no_structure_guidance,1707__western_painting__met_406721.png,0.7158,0.529,0.5906,1.1492,0.9643
no_structure_guidance,1707__western_painting__met_437769.png,0.43,0.4686,0.648,1.0699,1.1687
no_structure_guidance,1707__western_painting__met_437967.png,0.6587,0.4596,0.5938,1.1291,1.4114
no_structure_guidance,1707__western_painting__met_439405.png,0.716,0.359,0.7381,1.0252,1.2758
no_structure_guidance,1707__western_painting__met_649693.png,0.6887,0.5033,0.5802,1.7352,1.5356
no_structure_guidance,1707__western_painting__met_739494.png,0.7767,0.432,0.7153,1.3295,2.0801
no_structure_guidance,1707__western_painting__met_787672.png,0.668,0.476,0.5611,1.5677,1.2718
no_structure_guidance,1707__western_painting__met_788182.png,0.73,0.4527,0.6405,1.3027,1.088
no_structure_guidance,1899__chinese_landscape__130942.png,0.7734,0.4549,0.6902,1.141,1.1393
no_structure_guidance,1899__chinese_landscape__132834.png,0.7407,0.4368,0.6335,1.2542,0.8896
no_structure_guidance,1899__chinese_landscape__132836.png,0.7286,0.4542,0.6129,1.318,0.8488
no_structure_guidance,1899__chinese_landscape__132840.png,0.7865,0.4421,0.7142,1.2182,0.829
no_structure_guidance,1899__chinese_landscape__132930.png,0.7993,0.4038,0.6734,1.0515,0.8397
no_structure_guidance,1899__chinese_landscape__137205.png,0.6383,0.5242,0.5082,1.5109,1.012
no_structure_guidance,1899__chinese_landscape__142574.png,0.7871,0.4189,0.6427,1.0276,0.872
no_structure_guidance,1899__chinese_landscape__142578.png,0.7023,0.4802,0.5315,1.1743,1.0352
no_structure_guidance,1899__chinese_landscape__144829.png,0.7188,0.4617,0.6019,1.1443,1.1947
no_structure_guidance,1899__chinese_landscape__148342.png,0.6778,0.4908,0.4879,1.2418,1.0924
no_structure_guidance,1899__mural__img_1082crop_1_0.png,0.401,0.5214,0.3099,1.7126,2.9201
no_structure_guidance,1899__mural__img_1224crop_0_0.png,0.2402,0.6519,0.2255,2.0506,5.2533
no_structure_guidance,1899__mural__img_1224crop_1_1.png,0.264,0.6486,0.1911,2.1258,6.6722
no_structure_guidance,1899__mural__img_16crop_0_0.png,0.4871,0.5176,0.3434,1.4437,1.5103
no_structure_guidance,1899__mural__img_276crop_1_0.png,0.4073,0.5156,0.2837,1.689,1.7419
no_structure_guidance,1899__mural__img_326crop_1_1.png,0.5405,0.5437,0.3469,1.6857,1.3588
no_structure_guidance,1899__mural__img_327crop_0_1.png,0.5194,0.5323,0.3493,1.7401,2.4407
no_structure_guidance,1899__mural__img_536crop_1_0.png,0.4815,0.5453,0.346,1.7554,1.887
no_structure_guidance,1899__mural__img_593crop_0_0.png,0.4597,0.5759,0.311,1.6574,1.6667
no_structure_guidance,1899__mural__img_739crop_1_1.png,0.3338,0.5975,0.3846,1.6656,2.012
no_structure_guidance,1899__western_painting__met_359775.png,0.6898,0.5112,0.5587,1.2871,1.3347
no_structure_guidance,1899__western_painting__met_383787.png,0.8005,0.4413,0.7214,1.1401,1.0372
no_structure_guidance,1899__western_painting__met_406721.png,0.6799,0.4433,0.5194,1.1267,0.9922
no_structure_guidance,1899__western_painting__met_437769.png,0.3758,0.5579,0.6095,1.341,1.226
no_structure_guidance,1899__western_painting__met_437967.png,0.5409,0.5322,0.4521,1.3007,1.3509
no_structure_guidance,1899__western_painting__met_439405.png,0.6178,0.43,0.6625,1.3972,1.5916
no_structure_guidance,1899__western_painting__met_649693.png,0.6258,0.4805,0.4916,1.6215,1.5074
no_structure_guidance,1899__western_painting__met_739494.png,0.7482,0.4397,0.6249,1.1441,1.4188
no_structure_guidance,1899__western_painting__met_787672.png,0.6156,0.5067,0.4816,1.5352,1.076
no_structure_guidance,1899__western_painting__met_788182.png,0.7222,0.4694,0.5733,1.2305,0.8589
no_structure_guidance,2088__chinese_landscape__130942.png,0.7152,0.4785,0.5455,1.4507,0.8543
no_structure_guidance,2088__chinese_landscape__132834.png,0.7207,0.5091,0.5216,1.5645,0.8243
no_structure_guidance,2088__chinese_landscape__132836.png,0.7127,0.5129,0.5134,1.5658,0.7578
no_structure_guidance,2088__chinese_landscape__132840.png,0.8007,0.4527,0.6651,1.4232,0.6696
no_structure_guidance,2088__chinese_landscape__132930.png,0.8141,0.4668,0.6069,1.2832,0.6606
no_structure_guidance,2088__chinese_landscape__137205.png,0.6326,0.582,0.4124,1.6641,0.9079
no_structure_guidance,2088__chinese_landscape__142574.png,0.7853,0.5035,0.5552,1.3713,0.7519
no_structure_guidance,2088__chinese_landscape__142578.png,0.6507,0.5468,0.3754,1.5325,0.9062
no_structure_guidance,2088__chinese_landscape__144829.png,0.6793,0.5531,0.4403,1.4813,0.8445
no_structure_guidance,2088__chinese_landscape__148342.png,0.6303,0.5323,0.3261,1.4725,1.0031
no_structure_guidance,2088__mural__img_1082crop_1_0.png,0.3005,0.6826,0.1893,2.2542,3.1219
no_structure_guidance,2088__mural__img_1224crop_0_0.png,0.1703,0.7405,0.1345,2.4789,5.3183
no_structure_guidance,2088__mural__img_1224crop_1_1.png,0.2071,0.7329,0.1357,2.5683,6.9511
no_structure_guidance,2088__mural__img_16crop_0_0.png,0.4224,0.6311,0.2061,1.8763,1.6197
no_structure_guidance,2088__mural__img_276crop_1_0.png,0.3152,0.6938,0.1745,2.1128,1.8126
no_structure_guidance,2088__mural__img_326crop_1_1.png,0.4669,0.7027,0.2166,2.1135,1.5123
no_structure_guidance,2088__mural__img_327crop_0_1.png,0.4293,0.6947,0.2292,2.2348,2.6846
no_structure_guidance,2088__mural__img_536crop_1_0.png,0.3746,0.7085,0.2153,2.3386,2.4197
no_structure_guidance,2088__mural__img_593crop_0_0.png,0.3444,0.6608,0.2022,2.2188,1.8836
no_structure_guidance,2088__mural__img_739crop_1_1.png,0.2481,0.6424,0.2205,2.1844,2.1001
no_structure_guidance,2088__western_painting__met_359775.png,0.6497,0.5376,0.4292,1.6588,1.266
no_structure_guidance,2088__western_painting__met_383787.png,0.7982,0.4915,0.612,1.314,0.8531
no_structure_guidance,2088__western_painting__met_406721.png,0.5839,0.6561,0.314,1.7778,0.8628
no_structure_guidance,2088__western_painting__met_437769.png,0.3137,0.588,0.4465,1.8766,1.1868
no_structure_guidance,2088__western_painting__met_437967.png,0.4614,0.5567,0.2815,1.7894,1.2627
no_structure_guidance,2088__western_painting__met_439405.png,0.5507,0.5426,0.5357,1.8932,1.7191
no_structure_guidance,2088__western_painting__met_649693.png,0.6573,0.4873,0.4466,1.5403,1.5233
no_structure_guidance,2088__western_painting__met_739494.png,0.6776,0.5023,0.4774,1.7756,1.7605
no_structure_guidance,2088__western_painting__met_787672.png,0.5701,0.5563,0.3511,2.0675,1.146
no_structure_guidance,2088__western_painting__met_788182.png,0.6923,0.4887,0.4427,1.5767,0.9189
no_structure_guidance,2089__chinese_landscape__130942.png,0.7018,0.4197,0.693,1.008,0.9776
no_structure_guidance,2089__chinese_landscape__132834.png,0.5913,0.5109,0.5625,1.3238,0.8375
no_structure_guidance,2089__chinese_landscape__132836.png,0.5983,0.5076,0.5698,1.2875,0.9551
no_structure_guidance,2089__chinese_landscape__132840.png,0.5977,0.5075,0.5823,1.3342,0.8539
no_structure_guidance,2089__chinese_landscape__132930.png,0.6293,0.5,0.6048,1.1413,0.7641
no_structure_guidance,2089__chinese_landscape__137205.png,0.5302,0.5925,0.4731,1.6438,1.1223
no_structure_guidance,2089__chinese_landscape__142574.png,0.6467,0.4992,0.6084,1.0577,0.9153
no_structure_guidance,2089__chinese_landscape__142578.png,0.6228,0.49,0.5462,1.1456,1.0254
no_structure_guidance,2089__chinese_landscape__144829.png,0.6328,0.4928,0.6031,1.0445,1.0486
no_structure_guidance,2089__chinese_landscape__148342.png,0.6126,0.499,0.506,1.2372,1.079
no_structure_guidance,2089__mural__img_1082crop_1_0.png,0.503,0.5611,0.4089,1.7817,3.1656
no_structure_guidance,2089__mural__img_1224crop_0_0.png,0.3321,0.6379,0.2977,1.9283,5.5276
no_structure_guidance,2089__mural__img_1224crop_1_1.png,0.3234,0.6421,0.256,2.0505,7.0351
no_structure_guidance,2089__mural__img_16crop_0_0.png,0.5677,0.5218,0.4072,1.3783,1.4888
no_structure_guidance,2089__mural__img_276crop_1_0.png,0.4646,0.5499,0.3431,1.5537,1.6191
no_structure_guidance,2089__mural__img_326crop_1_1.png,0.5598,0.6114,0.4158,1.58,1.3221
no_structure_guidance,2089__mural__img_327crop_0_1.png,0.5362,0.5926,0.4303,1.7325,2.4698
no_structure_guidance,2089__mural__img_536crop_1_0.png,0.5434,0.5863,0.4415,1.691,2.0046
no_structure_guidance,2089__mural__img_593crop_0_0.png,0.5448,0.5179,0.4328,1.5469,1.4489
no_structure_guidance,2089__mural__img_739crop_1_1.png,0.4563,0.502,0.4433,1.6105,1.8742
no_structure_guidance,2089__western_painting__met_359775.png,0.6162,0.5005,0.5809,1.3963,1.4208
no_structure_guidance,2089__western_painting__met_383787.png,0.6257,0.5309,0.6276,1.4822,1.0372
no_structure_guidance,2089__western_painting__met_406721.png,0.5908,0.5598,0.5303,1.1571,0.9605
no_structure_guidance,2089__western_painting__met_437769.png,0.4723,0.4788,0.627,1.1831,1.2065
no_structure_guidance,2089__western_painting__met_437967.png,0.63,0.452,0.5388,1.1768,1.3193
no_structure_guidance,2089__western_painting__met_439405.png,0.7172,0.3481,0.6682,1.0144,1.3765
no_structure_guidance,2089__western_painting__met_649693.png,0.5855,0.4998,0.5345,1.7162,1.5862
no_structure_guidance,2089__western_painting__met_739494.png,0.6264,0.4406,0.5896,1.2848,1.7162
no_structure_guidance,2089__western_painting__met_787672.png,0.5281,0.5004,0.4828,1.6701,1.216
no_structure_guidance,2089__western_painting__met_788182.png,0.6038,0.4648,0.5726,1.3391,1.1284
no_structure_guidance,2144__chinese_landscape__130942.png,0.7995,0.3646,0.7004,1.1536,1.1577
no_structure_guidance,2144__chinese_landscape__132834.png,0.7752,0.4267,0.6063,1.3901,1.1585
no_structure_guidance,2144__chinese_landscape__132836.png,0.7691,0.4334,0.5924,1.4909,1.2245
no_structure_guidance,2144__chinese_landscape__132840.png,0.7924,0.3757,0.7003,1.3485,1.0737
no_structure_guidance,2144__chinese_landscape__132930.png,0.7745,0.4017,0.6345,1.3631,0.9371
no_structure_guidance,2144__chinese_landscape__137205.png,0.7031,0.5299,0.5012,1.7964,1.6555
no_structure_guidance,2144__chinese_landscape__142574.png,0.7729,0.4223,0.6186,1.2899,0.9813
no_structure_guidance,2144__chinese_landscape__142578.png,0.7222,0.48,0.4922,1.5591,1.1998
no_structure_guidance,2144__chinese_landscape__144829.png,0.764,0.4637,0.58,1.3268,1.3038
no_structure_guidance,2144__chinese_landscape__148342.png,0.7022,0.4721,0.4646,1.6033,1.3275
no_structure_guidance,2144__mural__img_1082crop_1_0.png,0.4906,0.5849,0.4033,1.9338,4.1114
no_structure_guidance,2144__mural__img_1224crop_0_0.png,0.3346,0.6315,0.3216,2.2588,7.1908
no_structure_guidance,2144__mural__img_1224crop_1_1.png,0.3967,0.6239,0.312,2.1997,8.7969
no_structure_guidance,2144__mural__img_16crop_0_0.png,0.5307,0.5642,0.3727,1.8762,2.2637
no_structure_guidance,2144__mural__img_276crop_1_0.png,0.5186,0.6174,0.3606,1.9656,3.0484
no_structure_guidance,2144__mural__img_326crop_1_1.png,0.6082,0.5997,0.3956,1.9345,2.1185
no_structure_guidance,2144__mural__img_327crop_0_1.png,0.5996,0.5794,0.419,1.9186,3.4753
no_structure_guidance,2144__mural__img_536crop_1_0.png,0.5773,0.5534,0.4452,1.7774,2.6566
no_structure_guidance,2144__mural__img_593crop_0_0.png,0.5327,0.5281,0.41,1.8413,2.3503
no_structure_guidance,2144__mural__img_739crop_1_1.png,0.3745,0.5525,0.3995,2.012,2.86
no_structure_guidance,2144__western_painting__met_359775.png,0.7271,0.4847,0.5551,1.6752,1.7594
no_structure_guidance,2144__western_painting__met_383787.png,0.7848,0.4412,0.6662,1.524,1.2846
no_structure_guidance,2144__western_painting__met_406721.png,0.7286,0.5427,0.4978,1.4872,1.2017
no_structure_guidance,2144__western_painting__met_437769.png,0.347,0.4794,0.5447,1.5659,1.5006
no_structure_guidance,2144__western_painting__met_437967.png,0.5496,0.4906,0.4549,1.5765,1.6755
no_structure_guidance,2144__western_painting__met_439405.png,0.609,0.4483,0.6181,1.4641,1.6592
no_structure_guidance,2144__western_painting__met_649693.png,0.6941,0.4691,0.5233,1.9406,1.8373
no_structure_guidance,2144__western_painting__met_739494.png,0.7738,0.4044,0.6171,1.4494,2.2251
no_structure_guidance,2144__western_painting__met_787672.png,0.6931,0.4463,0.5098,1.74,1.6639
no_structure_guidance,2144__western_painting__met_788182.png,0.7434,0.4347,0.554,1.5335,1.4511
no_structure_guidance,2197__chinese_landscape__130942.png,0.5154,0.4367,0.5967,1.1943,0.9772
no_structure_guidance,2197__chinese_landscape__132834.png,0.4204,0.4449,0.5103,1.3496,0.9481
no_structure_guidance,2197__chinese_landscape__132836.png,0.4256,0.4442,0.5137,1.2968,0.8867
no_structure_guidance,2197__chinese_landscape__132840.png,0.4135,0.4603,0.574,1.3719,0.9687
no_structure_guidance,2197__chinese_landscape__132930.png,0.4489,0.3827,0.6145,1.0416,0.8216
no_structure_guidance,2197__chinese_landscape__137205.png,0.4126,0.5087,0.4415,1.5162,1.1414
no_structure_guidance,2197__chinese_landscape__142574.png,0.4678,0.3871,0.5914,1.0181,0.7638
no_structure_guidance,2197__chinese_landscape__142578.png,0.4793,0.4361,0.4963,1.0972,0.9345
no_structure_guidance,2197__chinese_landscape__144829.png,0.4626,0.4451,0.5198,1.1573,0.999
no_structure_guidance,2197__chinese_landscape__148342.png,0.4791,0.4459,0.4572,1.151,1.0149
no_structure_guidance,2197__mural__img_1082crop_1_0.png,0.4923,0.4754,0.3776,1.6251,2.9205
no_structure_guidance,2197__mural__img_1224crop_0_0.png,0.3989,0.5833,0.311,1.7774,5.5461
no_structure_guidance,2197__mural__img_1224crop_1_1.png,0.331,0.5896,0.2582,1.968,6.8942
no_structure_guidance,2197__mural__img_16crop_0_0.png,0.5365,0.4618,0.3936,1.3129,1.5296
no_structure_guidance,2197__mural__img_276crop_1_0.png,0.3722,0.4934,0.3212,1.53,1.7828
no_structure_guidance,2197__mural__img_326crop_1_1.png,0.4923,0.4733,0.4008,1.5063,1.3261
no_structure_guidance,2197__mural__img_327crop_0_1.png,0.5054,0.4623,0.429,1.567,2.4738
no_structure_guidance,2197__mural__img_536crop_1_0.png,0.5297,0.5027,0.4297,1.5912,2.0106
no_structure_guidance,2197__mural__img_593crop_0_0.png,0.5261,0.5284,0.4163,1.5413,1.5094
no_structure_guidance,2197__mural__img_739crop_1_1.png,0.6391,0.49,0.5256,1.2896,1.9951
no_structure_guidance,2197__western_painting__met_359775.png,0.5139,0.4871,0.5541,1.2941,1.4138
no_structure_guidance,2197__western_painting__met_383787.png,0.4311,0.481,0.5664,1.4198,0.9611
no_structure_guidance,2197__western_painting__met_406721.png,0.426,0.4405,0.4374,1.2204,1.0562
no_structure_guidance,2197__western_painting__met_437769.png,0.7166,0.4583,0.7442,1.0658,1.1706
no_structure_guidance,2197__western_painting__met_437967.png,0.7065,0.4408,0.5649,1.0722,1.1521
no_structure_guidance,2197__western_painting__met_439405.png,0.7571,0.3419,0.7443,1.1158,1.4358
no_structure_guidance,2197__western_painting__met_649693.png,0.4403,0.4863,0.4763,1.645,1.6429
no_structure_guidance,2197__western_painting__met_739494.png,0.4725,0.4777,0.5364,1.3522,1.7906
no_structure_guidance,2197__western_painting__met_787672.png,0.3909,0.54,0.4159,1.7146,1.317
no_structure_guidance,2197__western_painting__met_788182.png,0.4283,0.4933,0.4877,1.4318,1.1967
no_structure_guidance,2245__chinese_landscape__130942.png,0.6372,0.4213,0.5956,1.3066,1.0673
no_structure_guidance,2245__chinese_landscape__132834.png,0.5554,0.4742,0.5202,1.4768,0.9704
no_structure_guidance,2245__chinese_landscape__132836.png,0.5547,0.4797,0.5099,1.5289,0.8664
no_structure_guidance,2245__chinese_landscape__132840.png,0.5591,0.4416,0.5636,1.4358,1.0447
no_structure_guidance,2245__chinese_landscape__132930.png,0.5638,0.4648,0.5416,1.3252,0.8775
no_structure_guidance,2245__chinese_landscape__137205.png,0.5384,0.53,0.4735,1.6961,1.2623
no_structure_guidance,2245__chinese_landscape__142574.png,0.5734,0.484,0.5163,1.3489,0.8322
no_structure_guidance,2245__chinese_landscape__142578.png,0.5648,0.5042,0.4398,1.4906,0.9885
no_structure_guidance,2245__chinese_landscape__144829.png,0.5765,0.4928,0.4987,1.3882,1.1282
no_structure_guidance,2245__chinese_landscape__148342.png,0.5573,0.5089,0.4106,1.5011,1.1688
no_structure_guidance,2245__mural__img_1082crop_1_0.png,0.5345,0.5545,0.3971,1.8422,2.6171
no_structure_guidance,2245__mural__img_1224crop_0_0.png,0.3964,0.6207,0.3206,2.1368,4.783
no_structure_guidance,2245__mural__img_1224crop_1_1.png,0.3767,0.6267,0.2818,2.214,6.2982
no_structure_guidance,2245__mural__img_16crop_0_0.png,0.5259,0.5447,0.33,1.7212,1.6554
no_structure_guidance,2245__mural__img_276crop_1_0.png,0.409,0.6705,0.3006,2.0059,2.1969
no_structure_guidance,2245__mural__img_326crop_1_1.png,0.5376,0.591,0.3537,1.8608,1.5116
no_structure_guidance,2245__mural__img_327crop_0_1.png,0.5674,0.5595,0.4066,1.8908,2.4208
no_structure_guidance,2245__mural__img_536crop_1_0.png,0.5777,0.5407,0.4193,1.8491,1.8261
no_structure_guidance,2245__mural__img_593crop_0_0.png,0.555,0.5223,0.3947,1.8742,1.5041
